Name,Address,Type,Bedroom limit,Guest limit,Expiration date,Location,x,y
4042 Banks St,4042 Banks St,Accessory STR,1,2,04/23/2019 11:59:59 PM,"(29.9716036323342, -90.1027966277276)",3670440.85927,537257.71367
3316 Burgundy St,3316 Burgundy St,Temporary STR,1,2,04/05/2019 11:59:59 PM,"(29.9646301580598, -90.0418082167028)",3689778.54576,534934.4057
814 Toledano St,814 Toledano St,Temporary STR,1,2,05/13/2019 11:59:59 PM,"(29.9208972124588, -90.0866135831615)",3675765.08872,518874.36498
2613 Columbus Street,2613 Columbus Street,Commercial STR,2,4,08/01/2019 11:59:59 PM,"(29.9780265912312, -90.0770804450132)",3678557.08264,539681.69671
1830 Esplanade Ave,1830 Esplanade Ave,Accessory STR,2,4,05/02/2019 11:59:59 PM,"(29.9709408376321, -90.0712102277431)",3680443.87215,537125.47022
2724 General Pershing St,2724 General Pershing St,Temporary STR,,,04/03/2019 11:59:59 PM,"(29.9198348153833, -90.1057401709425)",3669710.60404,518422.62418
855 Baronne St #Unit 4B,855 Baronne St #Unit 4B,Commercial STR,2,4,10/11/2019 11:59:59 PM,"(29.9452251745268, -90.0747692074327)",3679419.79257,527761.90368
1618 St Charles Ave,1618 St Charles Ave,Commercial STR,5,10,04/04/2019 11:59:59 PM,"(29.9378490943934, -90.0761291626851)",3679018.54184,525074.96409
1334 Cambronne St,1334 Cambronne St,Accessory STR,1,2,06/08/2019 11:59:59 PM,"(29.9508311194675, -90.1310701466868)",3661568.60134,529608.98426
2602 Octavia St,2602 Octavia St,Accessory STR,3,6,04/09/2019 11:59:59 PM,"(29.9382148452482, -90.1116688114091)",3667761.33991,525086.21324
1413 Burgundy St,1413 Burgundy St,Accessory STR,1,2,04/05/2019 11:59:59 PM,"(29.9655834952435, -90.0624209005246)",3683248.22293,535208.09876
1709 Pressburg Dr,1709 Pressburg Dr,Accessory STR,2,4,04/02/2019 11:59:59 PM,"(30.0179895876104, -90.0728530589786)",3679735.5389,554228.50934
1424 Melpomene St,1424 Melpomene St,Temporary STR,2,4,05/10/2019 11:59:59 PM,"(29.9378895669277, -90.0736420869248)",3679806.06191,525098.33228
4641 Dart Street Studio,4641 Dart Street Studio,Accessory STR,1,2,05/31/2019 11:59:59 PM,"(29.9564767032937, -90.1072842958786)",3669078.9041,531741.74705
800 St. Charles Unit 403,800 St. Charles Unit 403,Commercial STR,2,4,04/09/2019 11:59:59 PM,"(29.9457478552632, -90.0715922706579)",3680423.79291,527963.03411
934 Weinberger Trace,934 Weinberger Trace,Accessory STR,2,4,09/10/2019 11:59:59 PM,"(29.9259382484534, -90.0785048122971)",3678313.58139,520735.50342
616 Caffin Ave,616 Caffin Ave,Accessory STR,3,6,06/11/2019 11:59:59 PM,"(29.9566636194988, -90.0175298972522)",3697498.90231,532124.94996
421 Pelican Ave,421 Pelican Ave,Temporary STR,,,04/25/2019 11:59:59 PM,"(29.9527553640661, -90.0516459709443)",3686711.97535,530581.32239
701 S Peters St,701 S Peters St,Commercial STR,2,4,10/16/2019 11:59:59 PM,"(29.9459267524763, -90.0659870280383)",3682198.16847,528047.6775
22 Fontainebleau Dr Apt. B,22 Fontainebleau Dr Apt. B,Accessory STR,3,6,04/03/2019 11:59:59 PM,"(29.9561655906188, -90.1175803833218)",3665819.82725,531593.87607
734 Union St Unit 400,734 Union St Unit 400,Commercial STR,2,4,05/25/2019 11:59:59 PM,"(29.9512523571617, -90.0710759836369)",3680565.24315,529966.47335
1479 N Miro St,1479 N Miro St,Accessory STR,1,2,05/29/2019 11:59:59 PM,"(29.9746287280033, -90.0726754780498)",3679965.21231,538461.42011
2806 N Rampart St,2806 N Rampart St,Temporary STR,2,4,05/16/2019 11:59:59 PM,"(29.9671895769344, -90.048433036203)",3687670.53148,535841.52225
1025 Poland Ave,1025 Poland Ave,Accessory STR,1,2,05/08/2019 11:59:59 PM,"(29.9640590728275, -90.031366290524)",3693087.06851,534764.15444
3605 Laurel St,3605 Laurel St,Temporary STR,3,6,04/11/2019 11:59:59 PM,"(29.9203283074557, -90.0912284400942)",3674305.50952,518651.6149
4725 Toulouse St,4725 Toulouse St,Temporary STR,3,6,06/06/2019 11:59:59 PM,"(29.9831457491062, -90.1037798259905)",3670084.53703,541451.53851
2028 Magazine St,2028 Magazine St,Commercial STR,3,6,07/19/2019 11:59:59 PM,"(29.9304940044241, -90.075181571411)",3679348.02082,522403.68211
1912 Delachaise,1912 Delachaise,Temporary STR,4,8,05/02/2019 11:59:59 PM,"(29.9309233539196, -90.0943577311606)",3673272.597,522493.62694
3102 N Rampart St,3102 N Rampart St,Temporary STR,1,2,04/26/2019 11:59:59 PM,"(29.9662866181654, -90.044484942989)",3688924.25449,535527.21229
2632 Peniston St,2632 Peniston St,Accessory STR,3,6,05/23/2019 11:59:59 PM,"(29.9374366404251, -90.0984957313267)",3671936.43291,524847.95008
7809 Dominican St 7809 Dominican New Orleans 70118,7809 Dominican St 7809 Dominican New Orleans 70118,Accessory STR,2,4,04/09/2019 11:59:59 PM,"(29.939896358844, -90.1334228964746)",3660865.19398,525624.8736
14 Tennyson Pl,14 Tennyson Pl,Accessory STR,1,2,04/09/2019 11:59:59 PM,"(29.9168670542942, -89.9950262234771)",3704793.67198,517736.12005
2721 Joseph St,2721 Joseph St,Accessory STR,2,4,10/05/2019 11:59:59 PM,"(29.9405021575997, -90.1116290862844)",3667765.05306,525918.10009
2509 Bell St,2509 Bell St,Commercial STR,2,4,05/25/2019 11:59:59 PM,"(29.9761939323646, -90.0769999841467)",3678589.86203,539015.55105
2221 St Philip Street,2221 St Philip Street,Accessory STR,1,2,05/12/2019 11:59:59 PM,"(29.9699018577542, -90.0760140873891)",3678927.09192,536730.9369
1315 N Roman,1315 N Roman,Accessory STR,3,6,04/10/2019 11:59:59 PM,"(29.9703825571024, -90.0708206653408)",3680569.44635,536923.8171
2018 Brutus St,2018 Brutus St,Temporary STR,3,6,12/07/2019 11:59:59 PM,"(30.0065488191027, -90.0639718795806)",3682592.1252,550099.21685
709 Jackson Ave Apt 303,709 Jackson Ave Apt 303,Commercial STR,2,4,06/30/2019 11:59:59 PM,"(29.9267478386559, -90.0740901062783)",3679708.69485,521045.23977
5800 Franklin Ave,5800 Franklin Ave,Temporary STR,2,4,06/08/2019 11:59:59 PM,"(30.018514539362, -90.0519172965582)",3686358.63791,554492.88873
718 Eleonore St,718 Eleonore St,Accessory STR,1,2,03/31/2019 11:59:59 PM,"(29.9212896197681, -90.1201329756768)",3665145.81792,518903.08658
1900 Magazine St Unit A,1900 Magazine St Unit A,Commercial STR,1,2,06/09/2019 11:59:59 PM,"(29.9314517547251, -90.0738706281023)",3679759.41224,522756.51603
1722 Pauger St,1722 Pauger St,Commercial STR,2,4,05/09/2019 11:59:59 PM,"(29.9678056378362, -90.0606874618488)",3683788.09231,536022.2441
1223 Coliseum St Unit 2,1223 Coliseum St Unit 2,Temporary STR,2,4,05/07/2019 11:59:59 PM,"(29.9389006139894, -90.0727835954738)",3680073.91003,525468.97568
334 Carondelet St Suite 204,334 Carondelet St Suite 204,Commercial STR,1,2,10/15/2019 11:59:59 PM,"(29.9509790775741, -90.0713903595657)",3680466.78498,529866.00231
903 Clouet St,903 Clouet St,Accessory STR,1,2,04/04/2019 11:59:59 PM,"(29.9654966207944, -90.0447122544868)",3688855.51407,535239.13089
4738 Palmyra St,4738 Palmyra St,Accessory STR,2,4,04/12/2019 11:59:59 PM,"(29.9774195954021, -90.1094085384323)",3668324.91252,539350.20577
1520 Filmore Ave,1520 Filmore Ave,Temporary STR,2,4,07/18/2019 11:59:59 PM,"(30.0112011593369, -90.0755644927479)",3678904.58702,551750.53449
2200 Esplanade,2200 Esplanade,Temporary STR,5,10,06/04/2019 11:59:59 PM,"(29.9729435824615, -90.0741723092425)",3679498.05947,537843.4265
8425 Pritchard Pl,8425 Pritchard Pl,Accessory STR,1,2,05/01/2019 11:59:59 PM,"(29.9622383534089, -90.1197226246543)",3665118.09069,533794.97741
3112 Upperline St #New Orleans 70125,3112 Upperline St #New Orleans 70125,Temporary STR,4,8,05/22/2019 11:59:59 PM,"(29.9344116475817, -90.0851890281666)",3676162.80571,523793.61414
831 Solomon Pl,831 Solomon Pl,Accessory STR,3,6,04/12/2019 11:59:59 PM,"(29.9816449057456, -90.0963944906917)",3672428.38241,540930.93588
1450 Josephine St,1450 Josephine St,Accessory STR,2,4,05/25/2019 11:59:59 PM,"(29.9333904745253, -90.0786204723153)",3678247.27253,523444.99974
1448 N. Galvez Street,1448 N. Galvez Street,Accessory STR,1,2,04/23/2019 11:59:59 PM,"(29.9733183432472, -90.0719486553929)",3680200.56501,537987.44686
820 Octavia St Front,820 Octavia St Front,Temporary STR,4,8,05/23/2019 11:59:59 PM,"(29.9215810806273, -90.1161596357547)",3666403.30266,519022.42028
801 Frenchmen Apt. 1,801 Frenchmen Apt. 1,Commercial STR,2,4,09/25/2019 11:59:59 PM,"(29.9657328558194, -90.0577982077528)",3684711.2626,535278.67539
835 St Ferdinand St,835 St Ferdinand St,Accessory STR,3,6,06/04/2019 11:59:59 PM,"(29.966110960616, -90.0489049602785)",3687525.50935,535447.62249
2360 Marais St,2360 Marais St,Accessory STR,2,4,04/23/2019 11:59:59 PM,"(29.9695771045003, -90.0528030957656)",3686277.1974,536694.22644
3314 Palmyra St,3314 Palmyra St,Accessory STR,2,4,06/05/2019 11:59:59 PM,"(29.9675998282228, -90.0949458825174)",3672942.1691,535828.55437
1530 Washington Ave,1530 Washington Ave,Accessory STR,2,4,12/09/2019 11:59:59 PM,"(29.9302643671321, -90.0857463189966)",3676002.72,522283.59
2911 Banks St,2911 Banks St,Temporary STR,2,4,06/05/2019 11:59:59 PM,"(29.9647942003729, -90.0921491412028)",3673838.71393,534817.9017
7720 Zimple St,7720 Zimple St,Temporary STR,2,4,04/20/2019 11:59:59 PM,"(29.944181835939, -90.1276517512509)",3662676.54823,527202.42291
1208 Esplanade Ave Apt C,1208 Esplanade Ave Apt C,Temporary STR,2,4,04/19/2019 11:59:59 PM,"(29.9666006137004, -90.0649557656162)",3682441.53551,535569.06785
169 Alix St,169 Alix St,Accessory STR,1,2,07/30/2019 11:59:59 PM,"(29.9503281230528, -90.0536045711633)",3686101.61865,529691.75763
3112 Upperline St #New Orleans 70125,3112 Upperline St #New Orleans 70125,Temporary STR,3,6,05/22/2019 11:59:59 PM,"(29.9295199635322, -90.0752655667963)",3679325.30555,522049.19379
200 Bourbon St,200 Bourbon St,Commercial STR,5,10,08/08/2019 11:59:59 PM,"(29.954749472402, -90.0690148171514)",3681203.9156,531245.34912
1518 Ursulines Ave,1518 Ursulines Ave,Temporary STR,4,8,06/02/2019 11:59:59 PM,"(29.9662578427582, -90.0693320386556)",3681057.3012,535429.11207
800 St. Charles Unit 307,800 St. Charles Unit 307,Commercial STR,1,2,04/09/2019 11:59:59 PM,"(29.9457478552632, -90.0715922706579)",3680423.79291,527963.03411
1629 Nashville Ave,1629 Nashville Ave,Temporary STR,4,8,05/21/2019 11:59:59 PM,"(29.930982902229, -90.1160749374854)",3666393.81261,522441.55641
639 Leboeuf St,639 Leboeuf St,Temporary STR,2,4,04/19/2019 11:59:59 PM,"(29.9485869302142, -90.0420387439181)",3689771.3,529099.68781
910 N Dorgenois St Unit B,910 N Dorgenois St Unit B,Temporary STR,1,2,05/04/2019 11:59:59 PM,"(29.9712633793478, -90.0798628183209)",3677703.13525,537212.6875
4234 Canal St,4234 Canal St,Commercial STR,2,4,05/23/2019 11:59:59 PM,"(29.9758685664946, -90.1032699597014)",3670274.35169,538807.0011
1405 Marigny St,1405 Marigny St,Accessory STR,2,4,05/23/2019 11:59:59 PM,"(29.9718720805479, -90.0555093676498)",3685411.06146,537519.19975
630 St Roch Ave,630 St Roch Ave,Temporary STR,1,2,04/11/2019 11:59:59 PM,"(29.9645902014063, -90.0519470850036)",3686568.49724,534883.83431
608 Louisa St,608 Louisa St,Temporary STR,2,4,06/08/2019 11:59:59 PM,"(29.9623663539434, -90.0440366730507)",3689082.2255,534103.25799
3637 Constance St,3637 Constance St,Accessory STR,2,4,05/02/2019 11:59:59 PM,"(29.9209350959693, -90.0924080028005)",3673929.47438,518868.21663
7412 Lakeshore Drive #,7412 Lakeshore Drive #,Commercial STR,3,6,04/18/2019 11:59:59 PM,"(30.0242088493898, -90.1135429054978)",3666834.90644,556350.73199
1917 Pauger St,1917 Pauger St,Temporary STR,4,8,04/23/2019 11:59:59 PM,"(29.9698188712742, -90.0602520491595)",3683917.81647,536755.86222
820 Roosevelt Pl A,820 Roosevelt Pl A,Accessory STR,1,2,04/30/2019 11:59:59 PM,"(29.9784870955613, -90.0927146724168)",3673605.74139,539795.22708
6084 St Anthony Ave,6084 St Anthony Ave,Temporary STR,2,4,06/18/2019 11:59:59 PM,"(30.0209684786761, -90.0660366823792)",3681880.63848,555335.5471
1103 Tchoupitoulas St,1103 Tchoupitoulas St,Commercial STR,2,4,08/01/2019 11:59:59 PM,"(29.9404327329372, -90.0673041678847)",3681803.12495,526045.24185
1939 Fern Street,1939 Fern Street,Accessory STR,3,6,08/01/2019 11:59:59 PM,"(29.9514232647151, -90.1219306170787)",3664460.54317,529854.79373
2014 Lowerline St,2014 Lowerline St,Accessory STR,1,2,06/09/2019 11:59:59 PM,"(29.9498428778407, -90.119365014933)",3665279.07668,529288.70278
1523 Polymnia St,1523 Polymnia St,Commercial STR,2,4,04/13/2019 11:59:59 PM,"(29.9366023872694, -90.0761916360309)",3679003.72974,524621.3991
720 Kerlerec St Apt 101,720 Kerlerec St Apt 101,Temporary STR,2,4,04/30/2019 11:59:59 PM,"(29.9642227767039, -90.0598844283971)",3684056.82395,534722.2076
2713 Dauphine St,2713 Dauphine St,Accessory STR,2,4,05/08/2019 11:59:59 PM,"(29.9655750742751, -90.049785775808)",3687248.80879,535249.62945
3937 Camp St Ground Floor,3937 Camp St Ground Floor,Accessory STR,,,04/27/2019 11:59:59 PM,"(29.9223743775064, -90.0963246225627)",3672683.17889,519378.17676
1701 Cambronne St,1701 Cambronne St,Accessory STR,1,2,11/26/2019 11:59:59 PM,"(29.9529802920303, -90.1284275112163)",3662397.22791,530399.29683
1430 Allston Way,1430 Allston Way,Temporary STR,1,2,05/29/2019 11:59:59 PM,"(29.917820543753, -90.1170416272327)",3666138.43591,517651.98393
2916 Maurepas St,2916 Maurepas St,Accessory STR,2,4,04/17/2019 11:59:59 PM,"(29.9807227710565, -90.0802304296708)",3677549.13,540651.21204
611 Julia Street #Apt D,611 Julia Street #Apt D,Commercial STR,2,4,06/19/2019 11:59:59 PM,"(29.9458569618149, -90.0708644131545)",3680653.85723,528005.24813
1662 Paul Morphy St,1662 Paul Morphy St,Accessory STR,2,4,04/17/2019 11:59:59 PM,"(29.981032641069, -90.0752267298354)",3679131.93442,540781.25051
334 carondelet unit 302,334 carondelet unit 302,Commercial STR,2,4,05/02/2019 11:59:59 PM,"(29.9510151630912, -90.0712183966891)",3680521.09563,529879.7241
3808 N Prieur St,3808 N Prieur St,Accessory STR,2,4,05/11/2019 11:59:59 PM,"(29.9739767421616, -90.0346031106507)",3692021.33206,538358.94913
1578 N Prieur St,1578 N Prieur St,Accessory STR,,,04/11/2019 11:59:59 PM,"(29.9741897989498, -90.0683103169787)",3681348.95471,538317.03982
1434 Louisiana Ave.,1434 Louisiana Ave.,Accessory STR,2,4,05/29/2019 11:59:59 PM,"(29.9262717334659, -90.0907626828765)",3674429.60872,520814.45874
234 Loyola Apt 801,234 Loyola Apt 801,Commercial STR,2,4,08/24/2019 11:59:59 PM,"(29.9535366081113, -90.0748104769812)",3679373.52744,530784.10323
1806 Burgundy St,1806 Burgundy St,Accessory STR,1,2,04/11/2019 11:59:59 PM,"(29.9660763271105, -90.0616011924574)",3683505.77122,535390.19034
1625 Milton St,1625 Milton St,Temporary STR,4,8,05/04/2019 11:59:59 PM,"(29.9963833269894, -90.0727493677107)",3679854.78939,546371.97448
4204 S Broad St,4204 S Broad St,Accessory STR,3,6,09/17/2019 11:59:59 PM,"(29.949436679868, -90.1024722198638)",3670630.15643,529198.06362
1201 Joseph St,1201 Joseph St,Accessory STR,3,6,11/28/2019 11:59:59 PM,"(29.9249248730907, -90.1159538826188)",3666455.55924,520239.03916
613 Constantinople St,613 Constantinople St,Temporary STR,4,8,04/19/2019 11:59:59 PM,"(29.981488919415, -90.105749654457)",3669467.40865,540842.36366
3244 Annunciation St,3244 Annunciation St,Accessory STR,1,2,05/31/2019 11:59:59 PM,"(29.9206693434794, -90.0860003982602)",3675960.22574,518793.61753
1732 Burdette St,1732 Burdette St,Temporary STR,2,4,06/01/2019 11:59:59 PM,"(29.9494644054621, -90.1229843779008)",3664134.3746,529138.95078
2004 St Roch Ave,2004 St Roch Ave,Accessory STR,2,4,05/29/2019 11:59:59 PM,"(29.9780847741939, -90.0532201418817)",3686110.59458,539786.45697
3016 Baudin St,3016 Baudin St,Commercial STR,4,8,07/04/2019 11:59:59 PM,"(29.9643024652059, -90.0941684094638)",3673201.29672,534632.16813
2105 Chartres St,2105 Chartres St,Commercial STR,4,8,04/13/2019 11:59:59 PM,"(29.9636428276263, -90.0575418783846)",3684800.88393,534519.56743
2027 Painters St,2027 Painters St,Accessory STR,2,4,09/24/2019 11:59:59 PM,"(29.9787461922537, -90.0492582611852)",3687362.15791,540041.00737
815 Short St,815 Short St,Temporary STR,2,4,04/19/2019 11:59:59 PM,"(29.943954509619, -90.1314692924231)",3661468.43219,527107.05728
1901 Burgundy St,1901 Burgundy St,Temporary STR,3,6,05/16/2019 11:59:59 PM,"(29.9664310417474, -90.0601547085116)",3683962.3238,535524.26369
703 Louisa St,703 Louisa St,Temporary STR,2,4,06/09/2019 11:59:59 PM,"(29.9631804697626, -90.0435605089335)",3689229.66166,534400.99687
1654 N Claiborne Ave,1654 N Claiborne Ave,Commercial STR,3,6,06/08/2019 11:59:59 PM,"(29.9726438738685, -90.0641979204081)",3682657.14312,537769.28046
1839 Espalande Av C,1839 Espalande Av C,Temporary STR,1,2,06/13/2019 11:59:59 PM,"(29.9713394734981, -90.0710018709554)",3680508.24197,537271.15595
434 Opelousas Ave,434 Opelousas Ave,Commercial STR,5,10,07/16/2019 11:59:59 PM,"(29.9489538176232, -90.0512082204645)",3686866.0623,529200.49389
1931 Jena St,1931 Jena St,Temporary STR,3,6,04/18/2019 11:59:59 PM,"(29.9301630491029, -90.1035972672752)",3670349.10055,522185.62681
1035 Port St,1035 Port St,Accessory STR,1,2,05/01/2019 11:59:59 PM,"(29.9682481250189, -90.0492495765134)",3687407.68796,536223.55118
3320 N. Hullen St. #Suite D,3320 N. Hullen St. #Suite D,Accessory STR,3,6,04/09/2019 11:59:59 PM,"(29.9634076007552, -90.058582363323)",3684472.38921,534430.36365
2501 Napoleon Ave Apt C,2501 Napoleon Ave Apt C,Temporary STR,2,4,05/23/2019 11:59:59 PM,"(29.9353854526581, -90.102530557343)",3670666.56654,524088.31328
2029 General Taylor St,2029 General Taylor St,Temporary STR,2,4,07/04/2019 11:59:59 PM,"(29.9314637225438, -90.0974203976605)",3672300.43108,522679.64885
3710 Napoleon Ave,3710 Napoleon Ave,Accessory STR,3,6,08/09/2019 11:59:59 PM,"(29.9468325409039, -90.1045641511195)",3669977.85089,528243.99027
551 Octavia St,551 Octavia St,Accessory STR,2,4,08/10/2019 11:59:59 PM,"(29.9195237051309, -90.1163437507771)",3666352.92775,518273.66329
1011 Desire St,1011 Desire St,Accessory STR,1,2,11/06/2019 11:59:59 PM,"(29.9658324409525, -90.0404971469546)",3690188.72912,535376.28084
2536 Bienville Ave,2536 Bienville Ave,Accessory STR,2,4,05/10/2019 11:59:59 PM,"(29.965822336639, -90.0843427110384)",3676306.34913,535218.629
5016 S Johnson St,5016 S Johnson St,Accessory STR,3,6,04/23/2019 11:59:59 PM,"(29.9430475901562, -90.1084684002104)",3668756.1563,526854.40153
2918 O`reilly Street #,2918 O`reilly Street #,Accessory STR,1,2,05/27/2019 11:59:59 PM,"(29.9843954798571, -90.075845252607)",3678922.7067,542001.95893
905 Esplanade Ave,905 Esplanade Ave,Accessory STR,1,2,04/19/2019 11:59:59 PM,"(29.964907730016, -90.0617368343203)",3683467.54012,534964.76839
837 Bartholomew St,837 Bartholomew St,Accessory STR,1,2,04/02/2019 11:59:59 PM,"(29.9631783233563, -90.0358682135465)",3691665.271,534427.71361
628 Baronne St,628 Baronne St,Commercial STR,2,4,10/16/2019 11:59:59 PM,"(29.948252746739, -90.0735168659609)",3679804.28789,528867.19814
628 Baronne St,628 Baronne St,Commercial STR,2,4,10/16/2019 11:59:59 PM,"(29.948252746739, -90.0735168659609)",3679804.28789,528867.19814
P.O. Box 2722,P.O. Box 2722,Commercial STR,1,2,05/02/2019 11:59:59 PM,"(29.9532430835889, -90.0706919417727)",3680678.87976,530691.71463
4510 Laurel St,4510 Laurel St,Accessory STR,2,4,04/09/2019 11:59:59 PM,"(29.9185430646697, -90.1028098790205)",3670643.87143,517962.85305
1834 Moss St,1834 Moss St,Accessory STR,2,4,07/02/2019 11:59:59 PM,"(29.9881337117452, -90.0873049386363)",3675280.21723,543321.69595
156 Pelican Ave,156 Pelican Ave,Accessory STR,3,6,04/02/2019 11:59:59 PM,"(29.9511603438374, -90.0545797367528)",3685789.43586,529990.93562
600 S Cortez St,600 S Cortez St,Temporary STR,2,4,04/05/2019 11:59:59 PM,"(29.9679986117707, -90.1013724419281)",3670905.85633,535951.63361
2526 Chartres St,2526 Chartres St,Accessory STR,1,2,05/27/2019 11:59:59 PM,"(29.9637791881632, -90.0521373819202)",3686511.5421,534588.24634
2360 Magazine St,2360 Magazine St,Accessory STR,2,4,05/08/2019 11:59:59 PM,"(29.9280307501067, -90.0789368014994)",3678168.41973,521494.91385
814 N Miro St,814 N Miro St,Accessory STR,1,2,04/06/2019 11:59:59 PM,"(29.9686685052044, -90.0776659891625)",3678409.00078,536276.70804
2913 Banks St,2913 Banks St,Temporary STR,2,4,06/05/2019 11:59:59 PM,"(29.9648208426677, -90.0921890273407)",3673825.98004,534827.45306
962 N Carrollton Ave,962 N Carrollton Ave,Accessory STR,1,2,04/24/2019 11:59:59 PM,"(29.9812789977015, -90.0928774190736)",3673543.22804,540809.91374
1253 Kerlerec Street # Apt 104,1253 Kerlerec Street # Apt 104,Temporary STR,3,6,05/21/2019 11:59:59 PM,"(29.9703100479349, -90.0658801318689)",3682133.94351,536914.71854
